Date,Time,Open,High,Low,Close
2022-12-21,00:00,9143.07,9194.36,9134.39,9157.38
2022-12-22,00:00,9157.33,9182.00,9110.92,9144.77
2022-12-23,00:00,9144.77,9218.02,9133.71,9198.64
2022-12-24,00:00,9198.32,9221.85,9139.15,9150.53
2022-12-25,00:00,9150.42,9166.97,9048.23,9074.21
2022-12-26,00:00,9074.09,9079.20,9009.42,9009.54
2022-12-27,00:00,9009.42,9040.40,8981.96,9015.74
2022-12-28,00:00,9015.75,9034.12,8952.56,8960.26
2022-12-29,00:00,8960.31,8993.56,8933.68,8968.42
2022-12-30,00:00,8968.45,9018.85,8940.94,8980.79
2022-12-31,00:00,8980.62,9039.68,8975.74,9021.05
2023-01-01,00:00,9020.79,9031.44,8952.33,8954.00
2023-01-02,00:00,8953.98,9009.23,8908.71,8993.17
2023-01-03,00:00,8993.08,9025.33,8955.84,8962.82
2023-01-04,00:00,8962.75,8971.15,8911.71,8939.86
2023-01-05,00:00,8940.04,8948.41,8892.78,8922.51
2023-01-06,00:00,8922.61,8992.88,8900.85,8971.14
2023-01-07,00:00,8971.18,8983.12,8945.97,8964.50
2023-01-08,00:00,8964.52,8964.84,8907.15,8942.59
2023-01-09,00:00,8942.68,8976.55,8925.48,8961.38
2023-01-10,00:00,8961.09,8980.92,8910.62,8972.40
2023-01-11,00:00,8972.14,8977.66,8901.13,8903.72
2023-01-12,00:00,8903.80,8905.74,8846.85,8864.57
2023-01-13,00:00,8864.63,8884.00,8788.48,8810.72
2023-01-14,00:00,8810.61,8812.26,8737.24,8763.04
2023-01-15,00:00,8763.23,8859.23,8738.90,8839.71
2023-01-16,00:00,8839.72,8871.49,8805.57,8847.23
2023-01-17,00:00,8847.14,8847.54,8734.30,8775.44
2023-01-18,00:00,8775.36,8817.31,8762.94,8812.50
2023-01-19,00:00,8812.36,8901.34,8797.89,8844.67
2023-01-20,00:00,8844.90,8911.28,8830.83,8862.16
2023-01-21,00:00,8862.00,8880.77,8806.73,8832.71
2023-01-22,00:00,8832.76,8849.87,8803.13,8826.65
2023-01-23,00:00,8827.03,8879.76,8811.29,8865.03
2023-01-24,00:00,8865.05,8867.99,8761.19,8775.90
2023-01-25,00:00,8775.81,8835.85,8775.81,8793.53
2023-01-26,00:00,8793.67,8821.62,8778.21,8814.11
2023-01-27,00:00,8814.17,8891.52,8806.07,8852.68
2023-01-28,00:00,8852.60,8868.51,8802.70,8856.61
2023-01-29,00:00,8856.58,8860.07,8777.37,8806.64
2023-01-30,00:00,8806.65,8848.86,8754.50,8788.30
2023-01-31,00:00,8788.51,8809.44,8720.54,8749.65
2023-02-01,00:00,8749.69,8788.07,8716.78,8771.67
2023-02-02,00:00,8771.72,8846.88,8764.79,8835.13
2023-02-03,00:00,8834.96,8861.60,8813.86,8831.25
2023-02-04,00:00,8831.25,8858.74,8740.28,8769.75
2023-02-05,00:00,8769.80,8839.11,8749.98,8837.02
2023-02-06,00:00,8836.97,8846.30,8760.42,8783.05
2023-02-07,00:00,8782.87,8788.00,8689.96,8713.30
2023-02-08,00:00,8713.01,8738.63,8693.38,8704.81
2023-02-09,00:00,8704.70,8719.80,8672.88,8703.78
2023-02-10,00:00,8703.74,8730.30,8686.68,8723.65
2023-02-11,00:00,8723.85,8755.93,8705.26,8715.50
2023-02-12,00:00,8715.55,8758.95,8692.71,8701.17
2023-02-13,00:00,8700.96,8730.68,8676.39,8694.12
2023-02-14,00:00,8693.98,8789.83,8687.77,8785.40
2023-02-15,00:00,8785.28,8795.37,8741.97,8777.37
2023-02-16,00:00,8777.25,8777.76,8713.91,8759.72
2023-02-17,00:00,8759.80,8775.64,8696.10,8713.07
2023-02-18,00:00,8713.15,8714.84,8596.46,8597.79
2023-02-19,00:00,8597.63,8631.28,8546.98,8622.23
2023-02-20,00:00,8622.02,8635.92,8570.79,8608.67
2023-02-21,00:00,8608.54,8619.48,8517.23,8523.22
2023-02-22,00:00,8523.33,8531.48,8492.03,8520.59
2023-02-23,00:00,8520.65,8573.01,8477.55,8567.67
2023-02-24,00:00,8567.37,8589.81,8529.59,8530.82
2023-02-25,00:00,8530.98,8560.62,8506.46,8550.86
2023-02-26,00:00,8550.81,8599.22,8535.58,8584.10
2023-02-27,00:00,8584.26,8602.86,8539.03,8557.04
2023-02-28,00:00,8557.15,8587.74,8526.41,8581.59
2023-03-01,00:00,8581.72,8676.08,8572.91,8643.64
2023-03-02,00:00,8643.58,8689.99,8614.10,8661.05
2023-03-03,00:00,8660.99,8688.33,8646.59,8686.70
2023-03-04,00:00,8686.55,8738.84,8665.81,8686.75
2023-03-05,00:00,8686.71,8722.88,8672.15,8715.43
2023-03-06,00:00,8715.69,8743.39,8699.52,8732.53
2023-03-07,00:00,8732.51,8767.95,8709.85,8736.86
2023-03-08,00:00,8737.09,8782.87,8725.48,8772.89
2023-03-09,00:00,8772.64,8827.31,8728.50,8813.08
2023-03-10,00:00,8812.75,8889.23,8812.71,8868.08
2023-03-11,00:00,8867.90,8934.55,8857.23,8921.40
2023-03-12,00:00,8921.58,8974.34,8880.77,8890.99
2023-03-13,00:00,8891.04,8913.92,8858.35,8867.21
2023-03-14,00:00,8866.93,8914.80,8855.71,8884.53
2023-03-15,00:00,8884.52,8885.53,8804.54,8856.81
2023-03-16,00:00,8856.79,8940.76,8856.74,8912.50
2023-03-17,00:00,8912.33,8934.18,8869.54,8880.40
2023-03-18,00:00,8880.61,8918.66,8795.85,8831.95
2023-03-19,00:00,8832.10,8851.35,8799.75,8833.70
2023-03-20,00:00,8833.60,8868.44,8814.25,8840.91
2023-03-21,00:00,8840.80,8849.62,8803.93,8843.66
2023-03-22,00:00,8843.64,8909.02,8834.71,8869.37
2023-03-23,00:00,8869.44,8920.34,8860.44,8895.06
2023-03-24,00:00,8894.73,8938.42,8887.09,8913.04
2023-03-25,00:00,8913.31,8934.36,8887.91,8905.13
2023-03-26,00:00,8905.12,8916.58,8851.14,8855.88
2023-03-27,00:00,8855.88,8860.71,8741.03,8756.20
2023-03-28,00:00,8756.01,8782.03,8722.93,8723.47
2023-03-29,00:00,8723.32,8749.58,8707.98,8740.42
2023-03-30,00:00,8740.34,8751.95,8712.95,8724.17
