Date,Time,Open,High,Low,Close
2023-02-28,08:00,8544.11,8565.48,8526.41,8555.50
2023-02-28,16:00,8555.62,8587.74,8545.36,8581.59
2023-03-01,00:00,8581.72,8624.22,8572.91,8609.50
2023-03-01,08:00,8609.46,8676.08,8607.23,8664.06
2023-03-01,16:00,8664.24,8675.16,8641.62,8643.64
2023-03-02,00:00,8643.58,8689.99,8641.14,8648.14
2023-03-02,08:00,8648.35,8648.70,8614.10,8620.37
2023-03-02,16:00,8620.48,8664.69,8616.62,8661.05
2023-03-03,00:00,8660.99,8682.41,8649.61,8665.02
2023-03-03,08:00,8664.87,8679.74,8646.59,8651.81
2023-03-03,16:00,8651.84,8688.33,8648.35,8686.70
2023-03-04,00:00,8686.55,8712.65,8678.42,8697.34
2023-03-04,08:00,8697.17,8738.84,8693.75,8707.75
2023-03-04,16:00,8707.71,8716.18,8665.81,8686.75
2023-03-05,00:00,8686.71,8722.88,8684.10,8707.35
2023-03-05,08:00,8707.16,8714.76,8686.06,8693.79
2023-03-05,16:00,8693.80,8717.68,8672.15,8715.43
2023-03-06,00:00,8715.69,8730.85,8699.52,8709.87
2023-03-06,08:00,8709.76,8740.26,8699.84,8740.15
2023-03-06,16:00,8740.24,8743.39,8717.36,8732.53
2023-03-07,00:00,8732.51,8749.19,8709.85,8718.58
2023-03-07,08:00,8718.55,8756.57,8713.46,8743.16
2023-03-07,16:00,8743.35,8767.95,8732.27,8736.86
2023-03-08,00:00,8737.09,8782.48,8725.48,8766.61
2023-03-08,08:00,8766.39,8774.44,8736.04,8739.87
2023-03-08,16:00,8740.15,8782.87,8738.11,8772.89
2023-03-09,00:00,8772.64,8784.19,8731.23,8749.79
2023-03-09,08:00,8749.72,8754.81,8728.50,8753.51
2023-03-09,16:00,8753.55,8827.31,8751.33,8813.08
2023-03-10,00:00,8812.75,8870.53,8812.71,8860.30
2023-03-10,08:00,8860.32,8889.23,8859.36,8870.94
2023-03-10,16:00,8870.96,8875.00,8849.94,8868.08
2023-03-11,00:00,8867.90,8899.52,8859.05,8897.64
2023-03-11,08:00,8897.75,8899.09,8857.23,8881.34
2023-03-11,16:00,8881.46,8934.55,8870.64,8921.40
2023-03-12,00:00,8921.58,8974.34,8917.00,8952.38
2023-03-12,08:00,8952.47,8965.18,8916.17,8919.63
2023-03-12,16:00,8919.70,8920.34,8880.77,8890.99
2023-03-13,00:00,8891.04,8899.48,8865.28,8890.89
2023-03-13,08:00,8890.70,8913.92,8884.42,8895.07
2023-03-13,16:00,8895.01,8896.39,8858.35,8867.21
2023-03-14,00:00,8866.93,8887.27,8855.71,8885.84
2023-03-14,08:00,8885.80,8914.80,8875.22,8899.48
2023-03-14,16:00,8899.49,8906.25,8872.10,8884.53
2023-03-15,00:00,8884.52,8885.53,8818.88,8827.85
2023-03-15,08:00,8827.63,8856.28,8804.54,8850.81
2023-03-15,16:00,8850.65,8878.73,8842.90,8856.81
2023-03-16,00:00,8856.79,8889.80,8856.74,8867.92
2023-03-16,08:00,8867.72,8926.53,8865.40,8920.80
2023-03-16,16:00,8920.62,8940.76,8903.36,8912.50
2023-03-17,00:00,8912.33,8934.18,8891.95,8919.17
2023-03-17,08:00,8919.11,8920.71,8869.62,8877.88
2023-03-17,16:00,8877.70,8894.23,8869.54,8880.40
2023-03-18,00:00,8880.61,8918.66,8846.76,8849.87
2023-03-18,08:00,8850.09,8870.56,8816.41,8821.44
2023-03-18,16:00,8821.34,8846.40,8795.85,8831.95
2023-03-19,00:00,8832.10,8851.35,8813.58,8825.09
2023-03-19,08:00,8824.83,8827.82,8799.75,8809.36
2023-03-19,16:00,8809.63,8836.04,8801.29,8833.70
2023-03-20,00:00,8833.60,8844.09,8821.86,8828.74
2023-03-20,08:00,8828.75,8858.34,8814.25,8853.86
2023-03-20,16:00,8854.11,8868.44,8828.01,8840.91
2023-03-21,00:00,8840.80,8849.62,8818.25,8822.79
2023-03-21,08:00,8822.68,8824.65,8804.93,8807.41
2023-03-21,16:00,8807.56,8844.52,8803.93,8843.66
2023-03-22,00:00,8843.64,8885.05,8834.71,8878.74
2023-03-22,08:00,8878.72,8900.90,8866.03,8887.36
2023-03-22,16:00,8887.44,8909.02,8867.49,8869.37
2023-03-23,00:00,8869.44,8907.51,8868.86,8899.42
2023-03-23,08:00,8899.06,8920.34,8860.44,8881.91
2023-03-23,16:00,8881.91,8908.67,8864.25,8895.06
2023-03-24,00:00,8894.73,8928.82,8887.09,8927.10
2023-03-24,08:00,8927.28,8938.42,8906.43,8908.49
2023-03-24,16:00,8908.53,8937.01,8903.88,8913.04
2023-03-25,00:00,8913.31,8934.36,8893.84,8926.38
2023-03-25,08:00,8926.89,8929.21,8908.97,8909.29
2023-03-25,16:00,8909.29,8914.87,8887.91,8905.13
2023-03-26,00:00,8905.12,8916.58,8886.04,8908.72
2023-03-26,08:00,8908.76,8910.49,8856.48,8857.43
2023-03-26,16:00,8857.67,8877.65,8851.14,8855.88
2023-03-27,00:00,8855.88,8860.71,8818.00,8821.90
2023-03-27,08:00,8821.79,8828.12,8770.63,8777.90
2023-03-27,16:00,8777.78,8777.82,8741.03,8756.20
2023-03-28,00:00,8756.01,8782.03,8739.60,8762.80
2023-03-28,08:00,8763.04,8772.07,8735.97,8748.09
2023-03-28,16:00,8748.14,8778.30,8722.93,8723.47
2023-03-29,00:00,8723.32,8744.90,8717.81,8733.75
2023-03-29,08:00,8733.56,8736.08,8707.98,8717.79
2023-03-29,16:00,8717.94,8749.58,8717.68,8740.42
2023-03-30,00:00,8740.34,8751.95,8712.95,8724.65
2023-03-30,08:00,8724.56,8745.50,8712.22,8734.50
2023-03-30,16:00,8734.26,8748.86,8705.45,8718.47
2023-03-31,00:00,8718.38,8754.27,8708.55,8747.35
2023-03-31,08:00,8747.61,8751.27,8715.49,8718.40
2023-03-31,16:00,8717.96,8721.28,8678.88,8692.71
2023-04-01,00:00,8692.51,8692.55,8666.88,8676.33
2023-04-01,08:00,8676.50,8704.21,8659.92,8691.99
2023-04-01,16:00,8691.69,8722.42,8689.56,8692.85
2023-04-02,00:00,8692.95,8739.27,8691.28,8720.29
2023-04-02,08:00,8720.09,8741.16,8716.88,8738.48
