Date,Time,Open,High,Low,Close
2023-03-28,16:00,651739.89,666817.00,649556.83,655427.62
2023-03-29,00:00,655438.48,656937.38,643680.98,652354.39
2023-03-29,08:00,652440.31,656357.08,643722.38,647348.95
2023-03-29,16:00,647318.82,648030.65,632331.09,632722.09
2023-03-30,00:00,632670.42,637540.62,625673.52,628681.09
2023-03-30,08:00,628744.16,631080.54,621409.96,628824.85
2023-03-30,16:00,628862.48,633412.76,618340.41,631159.70
2023-03-31,00:00,631211.56,633636.36,615171.93,618462.51
2023-03-31,08:00,618514.96,640159.15,616800.23,633976.35
2023-03-31,16:00,634134.27,641336.51,627684.04,640746.06
2023-04-01,00:00,640805.34,643756.49,630428.58,634304.64
2023-04-01,08:00,634314.09,635367.53,606116.43,607252.22
2023-04-01,16:00,607313.87,607882.52,592909.31,593377.55
2023-04-02,00:00,593444.86,603296.14,589653.11,598718.00
2023-04-02,08:00,598753.14,606546.86,598723.37,604827.68
