Date,Time,Open,High,Low,Close
2022-12-20,00:00,12392.89,12637.22,12112.41,12525.97
2022-12-21,00:00,12526.92,12607.08,12004.25,12254.21
2022-12-22,00:00,12252.29,12287.44,11503.77,11700.21
2022-12-23,00:00,11696.90,12027.78,11621.21,11776.32
2022-12-24,00:00,11774.50,11943.60,11232.28,11461.10
2022-12-25,00:00,11461.46,11464.38,10557.47,10757.02
2022-12-26,00:00,10757.11,11296.34,10564.20,11161.79
2022-12-27,00:00,11159.60,11305.04,10665.17,10871.88
2022-12-28,00:00,10870.23,11178.71,10720.94,11158.33
2022-12-29,00:00,11160.15,11182.22,10299.79,10725.58
2022-12-30,00:00,10723.37,11141.23,10190.30,10536.72
2022-12-31,00:00,10536.78,10921.57,10406.92,10600.17
2023-01-01,00:00,10599.23,11265.36,10429.35,11227.52
2023-01-02,00:00,11227.61,12017.67,11168.95,11293.65
2023-01-03,00:00,11293.15,11437.08,10731.25,10733.43
2023-01-04,00:00,10735.20,10925.40,9844.35,9971.33
2023-01-05,00:00,9971.50,9973.11,9258.45,9378.86
2023-01-06,00:00,9378.88,9389.77,8614.14,9191.62
2023-01-07,00:00,9193.59,9509.95,8956.27,8973.77
2023-01-08,00:00,8972.52,8999.53,8457.59,8579.35
2023-01-09,00:00,8578.28,8774.65,8364.40,8446.57
2023-01-10,00:00,8445.56,8746.62,8359.00,8417.38
2023-01-11,00:00,8417.50,8428.19,7996.56,8104.45
2023-01-12,00:00,8102.93,8110.99,7735.74,7756.03
2023-01-13,00:00,7757.45,7999.88,7462.97,7752.25
2023-01-14,00:00,7754.42,8063.72,7522.81,8025.91
2023-01-15,00:00,8027.09,8096.14,7686.87,7738.52
2023-01-16,00:00,7738.12,8062.60,7708.15,7850.83
2023-01-17,00:00,7849.92,7884.79,7410.84,7715.23
2023-01-18,00:00,7716.92,7767.65,7158.57,7465.09
2023-01-19,00:00,7466.57,7710.13,7294.76,7343.50
2023-01-20,00:00,7343.56,7559.69,6912.28,6963.82
2023-01-21,00:00,6962.90,6990.38,6568.90,6660.90
2023-01-22,00:00,6659.08,6739.67,6291.63,6472.08
2023-01-23,00:00,6470.35,6972.99,6319.91,6965.89
2023-01-24,00:00,6966.33,7010.74,6227.72,6315.85
2023-01-25,00:00,6316.83,6669.70,6277.37,6651.77
2023-01-26,00:00,6653.94,7095.53,6619.50,6944.12
2023-01-27,00:00,6943.77,7774.44,6943.77,7765.88
2023-01-28,00:00,7766.25,7805.49,7389.99,7478.10
2023-01-29,00:00,7479.39,7560.95,7192.97,7358.06
2023-01-30,00:00,7358.51,7401.82,6896.40,7117.35
2023-01-31,00:00,7116.35,7209.12,6943.28,6972.50
2023-02-01,00:00,6971.08,7146.80,6610.28,6703.59
2023-02-02,00:00,6703.35,6888.36,6600.47,6810.48
2023-02-03,00:00,6810.08,6879.82,6526.54,6528.64
2023-02-04,00:00,6529.39,6729.65,6197.21,6227.33
2023-02-05,00:00,6228.00,6407.50,6068.48,6294.49
2023-02-06,00:00,6294.24,6860.33,6205.70,6706.04
2023-02-07,00:00,6707.03,6949.96,6527.59,6552.28
2023-02-08,00:00,6550.97,6890.69,6436.28,6776.57
2023-02-09,00:00,6777.67,6778.27,6402.99,6610.35
2023-02-10,00:00,6608.44,6958.51,6465.30,6614.59
2023-02-11,00:00,6613.61,6661.19,5971.71,6001.74
2023-02-12,00:00,6003.13,6011.12,5646.55,5877.35
2023-02-13,00:00,5877.48,5909.03,5651.74,5805.92
2023-02-14,00:00,5807.37,5994.75,5640.39,5994.75
2023-02-15,00:00,5995.09,6111.68,5804.71,5928.90
2023-02-16,00:00,5929.42,6083.77,5808.87,5883.41
2023-02-17,00:00,5882.33,6078.64,5867.99,6037.50
2023-02-18,00:00,6038.55,6302.01,5993.76,6169.63
2023-02-19,00:00,6167.38,6320.67,6078.52,6129.25
2023-02-20,00:00,6128.72,6241.01,5951.67,6095.75
2023-02-21,00:00,6096.39,6149.40,5639.05,5730.27
2023-02-22,00:00,5729.83,5737.57,5197.99,5287.71
2023-02-23,00:00,5288.50,5304.61,5114.00,5284.96
2023-02-24,00:00,5283.50,5396.51,5166.54,5243.14
2023-02-25,00:00,5242.50,5365.49,5147.54,5350.59
2023-02-26,00:00,5350.50,5844.42,5308.35,5818.11
2023-02-27,00:00,5817.31,5953.37,5700.79,5712.57
2023-02-28,00:00,5712.10,5928.13,5681.46,5920.67
2023-03-01,00:00,5919.80,6085.80,5817.99,5921.05
2023-03-02,00:00,5921.86,6061.43,5748.95,5767.85
2023-03-03,00:00,5768.67,5902.26,5689.46,5750.44
2023-03-04,00:00,5749.96,6032.54,5723.87,5873.30
2023-03-05,00:00,5874.23,6084.10,5712.79,6054.76
2023-03-06,00:00,6055.10,6548.48,6049.78,6409.15
2023-03-07,00:00,6409.16,6463.88,5976.53,6005.30
2023-03-08,00:00,6005.69,6085.04,5725.91,5962.32
2023-03-09,00:00,5961.18,6052.11,5346.28,5380.18
2023-03-10,00:00,5378.18,5595.67,5362.29,5483.66
2023-03-11,00:00,5482.05,5589.81,5366.81,5495.94
2023-03-12,00:00,5496.91,5658.77,5425.20,5610.61
2023-03-13,00:00,5610.49,5679.66,5405.02,5578.98
2023-03-14,00:00,5578.16,5636.90,5263.08,5287.38
2023-03-15,00:00,5287.26,5413.20,5163.17,5340.22
2023-03-16,00:00,5340.66,5455.17,5236.54,5271.37
2023-03-17,00:00,5272.82,5332.29,5118.36,5316.59
2023-03-18,00:00,5316.71,5391.52,5077.72,5345.58
2023-03-19,00:00,5345.32,5569.62,5208.77,5448.37
2023-03-20,00:00,5448.19,5554.94,4973.86,4993.85
2023-03-21,00:00,4994.15,5082.83,4778.08,4862.93
2023-03-22,00:00,4862.93,4980.71,4756.44,4913.34
2023-03-23,00:00,4914.41,5149.14,4824.69,4989.28
2023-03-24,00:00,4988.27,5133.85,4885.23,5085.28
2023-03-25,00:00,5086.11,5256.66,5065.32,5147.88
2023-03-26,00:00,5147.17,5242.24,4971.36,5057.76
2023-03-27,00:00,5059.15,5451.52,5056.27,5432.82
2023-03-28,00:00,5432.89,5459.56,5213.17,5350.99
2023-03-29,00:00,5350.32,5592.97,5350.32,5564.00
