Date,Time,Open,High,Low,Close
2023-02-28,08:00,474922.06,480438.59,474327.96,478895.37
2023-02-28,16:00,478898.47,481062.73,477009.25,479673.64
2023-03-01,00:00,479683.39,483693.54,478861.48,481601.47
2023-03-01,08:00,481601.85,484417.01,479510.27,483801.84
2023-03-01,16:00,483806.82,489359.44,483436.07,486108.42
2023-03-02,00:00,486041.52,488590.01,484066.92,486895.57
2023-03-02,08:00,486866.03,488276.32,484073.21,486336.34
2023-03-02,16:00,486323.78,486383.40,481424.22,484803.52
2023-03-03,00:00,484751.94,489643.03,481601.61,489106.67
2023-03-03,08:00,489125.05,490955.24,484458.50,486866.85
2023-03-03,16:00,486866.56,489359.24,483167.67,487169.56
2023-03-04,00:00,487156.85,492857.58,486972.49,487805.74
2023-03-04,08:00,487805.86,489089.38,481803.08,481893.54
2023-03-04,16:00,481891.23,487209.21,481293.45,484449.09
2023-03-05,00:00,484449.38,486764.80,478373.84,480626.68
2023-03-05,08:00,480643.09,484993.48,479916.13,483792.57
2023-03-05,16:00,483761.63,489201.13,483057.63,487195.38
2023-03-06,00:00,487198.50,492523.67,485275.97,491184.24
2023-03-06,08:00,491176.84,491671.72,484294.28,488815.76
2023-03-06,16:00,488852.69,490785.28,487534.63,489739.66
2023-03-07,00:00,489748.60,494598.05,488770.89,494047.89
2023-03-07,08:00,494029.12,497736.66,491209.06,496652.60
2023-03-07,16:00,496637.27,497625.23,494293.62,495767.26
2023-03-08,00:00,495757.34,496863.47,494290.19,495837.87
2023-03-08,08:00,495847.20,499364.06,494660.13,495821.66
2023-03-08,16:00,495819.40,501290.04,494661.80,498947.19
2023-03-09,00:00,498928.83,502462.29,494772.40,495379.31
2023-03-09,08:00,495358.90,497161.80,493941.30,495270.33
2023-03-09,16:00,495279.96,495795.70,489886.47,490333.10
2023-03-10,00:00,490343.46,493213.05,488337.32,491867.03
2023-03-10,08:00,491844.15,494398.17,490329.46,491839.00
2023-03-10,16:00,491833.79,497003.28,490400.17,495934.95
2023-03-11,00:00,495945.81,502659.02,495371.70,502434.30
2023-03-11,08:00,502445.78,503919.54,496073.72,496273.81
2023-03-11,16:00,496232.45,496847.70,488982.10,489447.20
2023-03-12,00:00,489450.57,493494.36,489206.86,491879.41
2023-03-12,08:00,491861.37,498180.38,491208.82,496716.45
2023-03-12,16:00,496727.34,499093.76,495120.43,497034.42
2023-03-13,00:00,497030.82,498473.01,489162.16,493383.02
2023-03-13,08:00,493380.65,496693.39,491510.33,495286.21
2023-03-13,16:00,495299.33,501611.39,494887.23,497658.60
2023-03-14,00:00,497663.29,499796.00,492496.61,494733.57
2023-03-14,08:00,494749.47,501317.78,494421.47,496863.76
2023-03-14,16:00,496887.61,502759.06,496623.65,499735.10
2023-03-15,00:00,499705.16,502443.40,497967.74,501389.03
2023-03-15,08:00,501383.81,505223.14,497031.16,502689.58
2023-03-15,16:00,502677.44,503918.10,495884.49,496789.53
2023-03-16,00:00,496810.65,498805.73,495628.93,498405.66
2023-03-16,08:00,498390.91,500997.19,496097.18,497020.18
2023-03-16,16:00,497051.41,499646.99,493821.92,494668.42
2023-03-17,00:00,494698.26,496449.12,492080.37,495283.07
2023-03-17,08:00,495308.43,497184.75,493840.58,494153.01
2023-03-17,16:00,494145.40,495221.34,490369.79,491163.14
2023-03-18,00:00,491169.47,501615.32,491169.47,500157.35
2023-03-18,08:00,500113.07,502042.08,495902.40,500539.04
2023-03-18,16:00,500550.77,501775.21,493131.46,496442.91
2023-03-19,00:00,496468.08,499349.48,492842.81,498475.94
2023-03-19,08:00,498446.93,498446.93,493802.16,495442.91
2023-03-19,16:00,495414.58,503393.66,495210.88,500184.67
2023-03-20,00:00,500165.86,500877.90,496497.04,499597.25
2023-03-20,08:00,499597.74,502214.29,495044.63,498288.81
2023-03-20,16:00,498287.66,501055.88,488614.69,490810.19
2023-03-21,00:00,490822.81,493835.61,490492.71,492644.30
2023-03-21,08:00,492622.20,496216.29,491792.29,493919.78
2023-03-21,16:00,493946.73,499007.86,493531.40,498844.88
2023-03-22,00:00,498827.73,500519.70,495732.16,497154.51
2023-03-22,08:00,497156.08,499816.52,495240.78,495786.90
2023-03-22,16:00,495767.70,500104.54,494712.42,496451.97
2023-03-23,00:00,496432.87,497381.28,489533.95,490493.31
2023-03-23,08:00,490544.07,490544.07,480941.89,482775.78
2023-03-23,16:00,482790.79,483815.56,480023.36,481628.47
2023-03-24,00:00,481649.74,484952.22,479136.22,480624.62
2023-03-24,08:00,480609.77,488668.30,478836.65,488239.08
2023-03-24,16:00,488290.88,489047.11,484858.33,486123.58
2023-03-25,00:00,486157.34,488854.84,484015.75,487849.61
2023-03-25,08:00,487835.82,492278.64,485378.88,485787.09
2023-03-25,16:00,485795.01,488328.52,482676.42,483304.63
2023-03-26,00:00,483313.81,483685.17,478304.79,480763.36
2023-03-26,08:00,480799.66,485560.04,480510.19,484625.12
2023-03-26,16:00,484629.95,488115.85,482770.04,485640.95
2023-03-27,00:00,485617.30,486508.87,479146.30,483143.21
2023-03-27,08:00,483140.89,484134.10,474621.33,477520.89
2023-03-27,16:00,477508.30,484406.38,475953.05,484111.36
2023-03-28,00:00,484134.79,492411.38,483738.03,491909.22
2023-03-28,08:00,491919.45,492459.12,485147.06,485759.36
2023-03-28,16:00,485725.14,487492.72,481548.25,481630.51
2023-03-29,00:00,481635.66,482069.76,477798.64,478450.99
2023-03-29,08:00,478446.40,483074.75,478007.89,482694.45
2023-03-29,16:00,482682.91,482996.50,477693.89,481563.20
2023-03-30,00:00,481571.09,481586.02,477987.78,478670.73
2023-03-30,08:00,478689.35,479883.01,475008.71,479066.16
2023-03-30,16:00,479072.96,481673.60,475310.46,481145.06
2023-03-31,00:00,481128.81,481857.80,475308.70,477293.64
2023-03-31,08:00,477325.64,480675.29,474635.41,479286.66
2023-03-31,16:00,479269.78,479970.48,476033.19,477670.19
2023-04-01,00:00,477631.14,480325.19,476168.23,479364.16
2023-04-01,08:00,479384.19,480008.67,475856.55,478733.97
2023-04-01,16:00,478709.47,481798.79,476081.48,481354.94
2023-04-02,00:00,481342.33,490018.80,480639.70,489196.50
2023-04-02,08:00,489166.87,492290.21,488628.40,492074.88
