Date,Time,Open,High,Low,Close
2023-04-16,19:30,6954.56,6961.13,6912.63,6929.16
2023-04-16,19:45,6930.15,6940.90,6853.76,6865.37
2023-04-16,20:00,6867.91,6894.02,6848.30,6893.47
2023-04-16,20:15,6894.13,6916.52,6843.76,6854.56
2023-04-16,20:30,6852.47,6884.19,6794.30,6794.30
2023-04-16,20:45,6793.35,6803.66,6755.65,6798.57
2023-04-16,21:00,6797.88,6817.47,6749.20,6757.64
2023-04-16,21:15,6757.75,6779.93,6729.88,6729.88
2023-04-16,21:30,6728.59,6788.46,6723.45,6765.09
2023-04-16,21:45,6766.14,6786.13,6725.63,6748.21
2023-04-16,22:00,6746.90,6757.02,6679.01,6706.23
2023-04-16,22:15,6706.63,6747.50,6672.94,6672.94
2023-04-16,22:30,6673.64,6705.52,6656.81,6700.53
2023-04-16,22:45,6700.00,6751.71,6695.66,6740.94
2023-04-16,23:00,6740.76,6741.42,6691.51,6698.01
2023-04-16,23:15,6697.04,6736.30,6695.88,6723.56
2023-04-16,23:30,6723.06,6739.74,6688.08,6694.33
2023-04-16,23:45,6694.58,6725.14,6663.76,6706.88
2023-04-17,00:00,6705.84,6706.33,6645.71,6661.00
2023-04-17,00:15,6661.04,6709.33,6658.31,6692.48
2023-04-17,00:30,6692.31,6734.55,6683.61,6708.14
2023-04-17,00:45,6707.08,6800.84,6694.23,6795.87
2023-04-17,01:00,6796.93,6800.07,6749.07,6749.39
2023-04-17,01:15,6749.32,6828.53,6742.56,6816.92
2023-04-17,01:30,6812.22,6831.58,6786.75,6791.04
2023-04-17,01:45,6789.51,6819.47,6775.66,6819.47
2023-04-17,02:00,6820.34,6852.40,6811.40,6845.95
2023-04-17,02:15,6846.49,6903.40,6842.85,6890.59
2023-04-17,02:30,6894.10,6965.65,6894.10,6962.29
2023-04-17,02:45,6959.84,6964.53,6913.84,6919.80
2023-04-17,03:00,6920.42,6957.73,6915.76,6946.25
2023-04-17,03:15,6948.35,6976.02,6929.67,6950.94
2023-04-17,03:30,6949.57,7006.05,6949.57,6979.63
2023-04-17,03:45,6975.86,6975.86,6895.42,6899.35
2023-04-17,04:00,6900.32,6916.14,6882.82,6910.52
2023-04-17,04:15,6911.96,7017.57,6907.33,6997.02
2023-04-17,04:30,6996.99,7049.36,6985.17,7019.29
2023-04-17,04:45,7017.48,7027.55,6937.07,6941.22
2023-04-17,05:00,6942.86,6949.55,6901.57,6916.09
2023-04-17,05:15,6917.03,6958.38,6907.96,6939.26
2023-04-17,05:30,6938.18,6947.90,6901.57,6903.21
2023-04-17,05:45,6901.18,6907.95,6840.69,6881.97
2023-04-17,06:00,6883.90,6893.77,6846.19,6858.40
2023-04-17,06:15,6859.45,6899.23,6836.51,6849.02
2023-04-17,06:30,6847.41,6902.61,6835.71,6900.49
2023-04-17,06:45,6901.88,6954.51,6900.94,6926.18
2023-04-17,07:00,6928.24,6936.93,6897.10,6931.27
2023-04-17,07:15,6929.78,7006.88,6925.62,6984.67
2023-04-17,07:30,6987.43,6995.66,6953.04,6953.84
2023-04-17,07:45,6952.97,6990.94,6943.66,6982.49
2023-04-17,08:00,6983.66,6989.59,6949.97,6980.68
2023-04-17,08:15,6978.33,6996.28,6950.10,6994.57
2023-04-17,08:30,6994.21,7002.46,6924.53,6935.21
2023-04-17,08:45,6935.11,6985.06,6919.20,6945.66
2023-04-17,09:00,6943.06,7000.17,6938.02,6978.73
2023-04-17,09:15,6978.46,6980.36,6910.66,6910.68
2023-04-17,09:30,6906.32,6919.80,6886.34,6906.86
2023-04-17,09:45,6908.20,6916.59,6841.98,6856.42
2023-04-17,10:00,6854.12,6893.51,6833.50,6855.67
2023-04-17,10:15,6852.94,6888.21,6838.29,6873.03
2023-04-17,10:30,6873.33,6886.28,6810.03,6824.46
2023-04-17,10:45,6825.27,6862.06,6807.05,6845.88
2023-04-17,11:00,6846.18,6868.47,6827.05,6843.73
2023-04-17,11:15,6846.05,6879.71,6845.19,6864.21
2023-04-17,11:30,6865.49,6867.21,6833.08,6838.85
2023-04-17,11:45,6839.08,6841.74,6803.85,6827.05
2023-04-17,12:00,6828.14,6855.55,6809.94,6840.62
2023-04-17,12:15,6840.79,6855.58,6762.77,6764.30
2023-04-17,12:30,6763.50,6770.22,6663.29,6665.03
2023-04-17,12:45,6668.02,6696.66,6636.12,6641.80
2023-04-17,13:00,6643.56,6653.51,6603.63,6611.60
2023-04-17,13:15,6612.17,6614.26,6532.01,6546.33
2023-04-17,13:30,6544.49,6558.68,6533.87,6554.85
2023-04-17,13:45,6552.60,6594.43,6545.45,6555.94
2023-04-17,14:00,6557.43,6581.95,6547.16,6581.81
2023-04-17,14:15,6581.31,6583.08,6547.90,6573.10
2023-04-17,14:30,6575.65,6576.10,6510.80,6547.75
2023-04-17,14:45,6552.81,6576.11,6541.96,6565.28
2023-04-17,15:00,6565.84,6594.82,6537.71,6571.03
2023-04-17,15:15,6572.44,6615.86,6564.77,6593.81
2023-04-17,15:30,6592.56,6646.31,6589.89,6626.26
2023-04-17,15:45,6626.45,6636.63,6590.41,6619.31
2023-04-17,16:00,6619.72,6652.61,6595.51,6652.61
2023-04-17,16:15,6652.15,6678.50,6634.05,6669.31
2023-04-17,16:30,6670.17,6684.30,6640.05,6652.95
2023-04-17,16:45,6655.21,6708.78,6643.68,6704.00
2023-04-17,17:00,6704.07,6704.18,6650.38,6692.12
2023-04-17,17:15,6692.90,6750.97,6677.10,6721.15
2023-04-17,17:30,6721.27,6743.00,6705.80,6721.94
2023-04-17,17:45,6723.93,6784.04,6718.91,6776.89
2023-04-17,18:00,6775.71,6805.55,6761.18,6793.73
2023-04-17,18:15,6793.67,6799.49,6736.69,6780.53
2023-04-17,18:30,6778.07,6791.19,6758.59,6775.71
2023-04-17,18:45,6772.98,6785.48,6708.87,6723.00
2023-04-17,19:00,6724.78,6753.07,6710.01,6748.66
2023-04-17,19:15,6749.62,6779.89,6714.24,6719.36
2023-04-17,19:30,6717.60,6748.61,6705.68,6742.08
2023-04-17,19:45,6744.39,6750.60,6690.07,6710.38
2023-04-17,20:00,6709.76,6753.63,6697.51,6731.79
2023-04-17,20:15,6731.98,6733.24,6692.89,6710.61
