Date,Time,Open,High,Low,Close
2023-04-17,04:15,1997.354,1997.780,1993.889,1997.179
2023-04-17,04:30,1997.136,2000.340,1993.790,1997.645
2023-04-17,04:45,1997.779,1998.100,1994.952,1995.033
2023-04-17,05:00,1995.022,1995.972,1993.125,1993.929
2023-04-17,05:15,1993.802,1994.029,1988.416,1990.448
2023-04-17,05:30,1990.480,1993.822,1990.368,1993.822
2023-04-17,05:45,1993.747,1994.449,1992.098,1994.033
2023-04-17,06:00,1994.053,1995.050,1991.030,1991.753
2023-04-17,06:15,1991.630,1993.883,1989.902,1992.739
2023-04-17,06:30,1992.896,1993.383,1990.866,1993.028
2023-04-17,06:45,1992.850,1995.445,1991.495,1995.445
2023-04-17,07:00,1995.432,2000.496,1994.894,2000.104
2023-04-17,07:15,1999.999,2000.266,1995.642,1997.526
2023-04-17,07:30,1997.303,1997.410,1994.345,1995.654
2023-04-17,07:45,1995.598,2000.112,1994.694,1999.605
2023-04-17,08:00,1999.601,2001.985,1997.865,1998.057
2023-04-17,08:15,1998.074,2000.749,1996.677,1999.833
2023-04-17,08:30,1999.718,1999.718,1996.266,1997.626
2023-04-17,08:45,1997.676,1997.793,1991.926,1994.040
2023-04-17,09:00,1993.969,1995.384,1992.329,1992.773
2023-04-17,09:15,1992.829,1994.450,1988.960,1989.050
2023-04-17,09:30,1988.725,1989.106,1983.733,1985.193
2023-04-17,09:45,1985.178,1985.312,1981.132,1982.965
2023-04-17,10:00,1982.874,1984.990,1981.996,1982.644
2023-04-17,10:15,1982.462,1987.261,1981.595,1986.681
2023-04-17,10:30,1986.635,1987.775,1984.703,1987.008
2023-04-17,10:45,1987.167,1989.430,1986.328,1989.018
2023-04-17,11:00,1988.920,1989.912,1986.913,1987.468
2023-04-17,11:15,1987.572,1990.500,1987.269,1990.073
2023-04-17,11:30,1990.073,1990.259,1985.146,1985.351
2023-04-17,11:45,1985.339,1985.729,1982.206,1983.558
2023-04-17,12:00,1983.326,1984.229,1980.549,1982.696
2023-04-17,12:15,1982.642,1984.539,1982.281,1982.827
2023-04-17,12:30,1982.850,1985.016,1981.906,1984.256
2023-04-17,12:45,1984.235,1986.824,1982.493,1986.047
2023-04-17,13:00,1986.141,1986.228,1982.090,1982.221
2023-04-17,13:15,1982.175,1983.308,1979.292,1982.669
2023-04-17,13:30,1982.631,1984.110,1981.636,1983.472
2023-04-17,13:45,1983.533,1986.900,1982.633,1986.772
2023-04-17,14:00,1986.647,1990.576,1986.647,1987.933
2023-04-17,14:15,1988.055,1988.203,1984.393,1985.370
2023-04-17,14:30,1985.430,1989.777,1985.430,1987.173
2023-04-17,14:45,1987.250,1987.308,1981.916,1982.732
2023-04-17,15:00,1982.669,1983.019,1979.497,1979.729
2023-04-17,15:15,1979.719,1984.715,1978.899,1983.013
2023-04-17,15:30,1983.098,1987.546,1982.346,1986.367
2023-04-17,15:45,1986.393,1986.585,1981.155,1982.348
2023-04-17,16:00,1982.278,1984.835,1981.544,1984.710
2023-04-17,16:15,1984.572,1984.572,1980.313,1980.674
2023-04-17,16:30,1980.606,1985.493,1980.571,1984.031
2023-04-17,16:45,1984.195,1990.290,1983.871,1988.816
2023-04-17,17:00,1988.900,1989.458,1986.547,1987.059
2023-04-17,17:15,1986.913,1989.225,1986.136,1988.995
2023-04-17,17:30,1988.933,1990.357,1986.322,1989.266
2023-04-17,17:45,1989.307,1989.941,1986.185,1986.346
2023-04-17,18:00,1986.503,1987.320,1984.354,1985.825
2023-04-17,18:15,1985.607,1987.957,1984.644,1986.264
2023-04-17,18:30,1986.071,1987.948,1984.818,1986.007
2023-04-17,18:45,1986.165,1989.521,1985.594,1985.885
2023-04-17,19:00,1985.752,1989.155,1985.752,1988.507
2023-04-17,19:15,1988.415,1991.743,1983.665,1984.548
2023-04-17,19:30,1984.638,1988.595,1983.849,1988.075
2023-04-17,19:45,1987.792,1988.358,1983.203,1986.017
2023-04-17,20:00,1985.811,1988.771,1985.018,1985.692
2023-04-17,20:15,1985.652,1987.529,1984.751,1986.069
